Datetime,CO2_1_1_1 [Tower 4],CH4_1_1_1 [Tower 4],FC_1_1_1 [Tower 4],FC_SSITC_TEST_1_1_1 [Tower 4],FCH4_1_1_1 [Tower 4],FCH4_SSITC_TEST_1_1_1 [Tower 4],CO2_1_1_1 [Tower 9],CH4_1_1_1 [Tower 9],FC_1_1_1 [Tower 9],FC_SSITC_TEST_1_1_1 [Tower 9],FCH4_1_1_1 [Tower 9],FCH4_SSITC_TEST_1_1_1 [Tower 9]
2021/01/01 13:00:00,404.282,,-5.1669,0,,,423.312,,-5.29124,1,,
2021/01/01 13:30:00,405.552,2397.23,-3.66806,0,48.2902,0,423.982,2372.1,-2.75297,0,-7.50934,0
2021/01/01 14:00:00,405.385,2356.52,-2.96538,0,11.8869,0,424.865,2364.33,-2.37567,0,19.2711,1
2021/01/01 14:30:00,405.806,2343.02,-2.90639,0,-5.83563,1,424.761,2368.23,-2.45493,0,5.02066,0
2021/01/01 15:00:00,409.237,2456.59,-1.47454,0,40.358,1,426.791,2437.93,-1.22762,0,11.6482,2
2021/01/01 15:30:00,410.62,2486.88,-0.182262,2,14.8726,1,428.773,2526.02,-0.869052,1,15.1867,1
2021/01/01 16:00:00,411.232,2452.59,-0.302393,1,5.41403,0,429.429,2504.69,-0.7011,1,-7.79887,0
2021/01/01 16:30:00,412.559,2448.1,0.230408,1,-4.24067,2,430.91,2478.76,0.512068,0,7.08422,1
2021/01/01 17:00:00,413.216,2432.97,0.479657,1,7.75799,1,431.795,2477.77,0.795008,0,7.98144,0
2021/01/01 17:30:00,413.818,,0.92333,1,,,432.584,,0.76755,1,,
2021/01/01 18:00:00,413.382,2360.46,0.529997,0,10.8736,1,435.242,2481.72,2.7022,1,20.6061,2
2021/01/01 18:30:00,414.087,2363.51,0.665385,0,-6.55528,1,431.472,2444.88,0.754207,0,0.899882,1
2021/01/01 19:00:00,413.188,2368.21,1.50299,0,2.74024,1,430.362,2440.81,0.978995,0,7.28375,2
2021/01/01 19:30:00,412.835,2394.12,0.30178,0,7.49067,2,430.61,2456.05,0.665302,0,-6.55484,0
2021/01/01 20:00:00,413.286,2374.41,0.230707,0,1.7839,1,431.996,2458,-0.0018818,2,-0.0457221,2
2021/01/01 20:30:00,414.402,2371.95,1.07768,1,5.48431,1,429.949,2381.75,1.567,0,3.47083,1
2021/01/01 21:00:00,412.518,2334.65,0.212496,0,-6.40958,0,429.421,2402.79,1.40656,1,27.8634,1
2021/01/01 21:30:00,411.949,2317.57,0.109426,2,-9.00122,0,430.019,2398.71,0.873867,1,2.55092,2
2021/01/01 22:00:00,412.366,2298.3,0.631491,1,12.2499,1,431.105,2363.89,-0.591056,0,-15.171,1
2021/01/01 22:30:00,412.569,2317.84,0.662728,1,0.673153,2,434.26,2399.29,-2.45414,1,5.97801,2
2021/01/01 23:00:00,419.878,2305.95,2.58989,1,-1.54373,2,429.292,2345.12,-0.699366,1,-11.3429,1
2021/01/01 23:30:00,415.367,2279.27,0.0819159,2,3.40459,1,429.548,2350.76,-0.45341,2,6.6887,1
2021/01/02 00:00:00,413.552,2275.07,0.779292,1,5.06881,1,428.133,2345.01,1.53295,1,8.86174,1
2021/01/02 00:30:00,413.542,2294.43,2.21018,1,11.7691,1,426.714,2331.91,0.388364,1,-46.1556,1
2021/01/02 01:00:00,412.311,2266.3,1.15242,1,-3.22373,1,426.715,2301.48,1.6828,1,2.01573,1
2021/01/02 01:30:00,412.681,2281.74,0.35332,1,-5.6175,1,428.017,2344.7,0.453828,1,14.8739,2
2021/01/02 02:00:00,412.758,2294.69,0.458838,1,4.2327,1,434.43,2360.45,0.513271,2,10.8282,1
2021/01/02 02:30:00,412.056,2259.55,0.326218,1,-0.266401,2,431.485,2303.6,-0.229954,1,1.04755,2
2021/01/02 03:00:00,414.58,2244.77,3.38582,1,0.13791,1,431.879,2308.55,0.167028,1,0.581069,2
2021/01/02 03:30:00,419.583,2247.35,0.524893,1,-1.11657,1,434.915,2334.61,1.50829,2,2.56353,2
2021/01/02 04:00:00,420.697,2254.71,-0.352869,1,-17.6261,1,436.899,2395.79,-0.442102,1,13.6187,1
2021/01/02 04:30:00,424.753,2257.68,-3.48307,0,-9.91758,0,438.913,,0.90918,2,,
2021/01/02 05:00:00,421.018,,0.203973,1,,,439.991,,1.04291,1,,
2021/01/02 05:30:00,420.328,,1.78897,0,,,437.311,,2.69431,1,,
2021/01/02 06:00:00,420.043,2432.74,0.32194,1,-8.88566,2,437.008,2505.98,1.33912,0,22.5491,0
2021/01/02 06:30:00,420.199,2407.33,1.4712,0,-6.87684,2,437.378,2463.66,0.788166,0,9.74959,1
2021/01/02 07:00:00,418.194,2340.24,0.15737,2,-5.13136,1,437.495,2381.21,0.81618,0,-12.1118,2
2021/01/02 07:30:00,415.935,2291.15,0.776813,0,14.506,0,435.403,2366.22,0.721906,0,9.9338,0
2021/01/02 08:00:00,414.056,2278.94,1.06005,0,7.63625,0,432.746,2367.45,1.36265,0,5.29713,2
2021/01/02 08:30:00,413.434,2267.17,0.342416,1,27.8774,1,432.596,2382.36,0.736796,0,-124.095,0
2021/01/02 09:00:00,412.104,2296.39,2.08408,1,38.8408,1,430.973,2414.84,1.20001,1,36.0337,1
2021/01/02 09:30:00,409.149,2247.05,0.24924,1,-2.40207,2,423.651,2334.79,0.0673236,1,5.74237,1
2021/01/02 10:00:00,407.001,2250.15,0.175069,0,4.04283,0,419.868,2286.65,-1.2052,0,3.90108,0
2021/01/02 10:30:00,404.78,2243.41,-0.362304,0,16.69,1,417.941,2308.76,-3.18103,0,14.829,2
2021/01/02 11:00:00,401.489,2211.25,-3.11011,0,28.185,1,417.839,2320.64,-3.34074,1,11.823,1
2021/01/02 11:30:00,400.695,2195.08,-2.07792,0,1.0915,2,416.385,2248.27,-2.66299,0,4.85894,2
2021/01/02 12:00:00,399.645,2198.51,-5.47892,0,-1.40442,2,414.778,2241.05,-5.09991,0,4.40904,2
2021/01/02 12:30:00,399.229,,-4.25565,0,,,414.648,,-2.72248,0,,
2021/01/02 13:00:00,401.599,,-3.59909,0,,,416.384,,-0.20479,2,,
2021/01/02 13:30:00,399.642,,-4.61199,0,,,415.373,,-2.11994,0,,
2021/01/02 14:00:00,399.71,,-4.27982,0,,,415.505,,-1.91249,0,,
2021/01/02 14:30:00,400.027,,-3.10863,0,,,416.096,,-2.06763,0,,
2021/01/02 15:00:00,399.852,,-2.4861,0,,,416.041,,-1.80409,0,,
2021/01/02 15:30:00,400.086,2179.8,-2.7263,0,1.68995,1,416.344,2211.42,-1.57342,0,15.2028,1
2021/01/02 16:00:00,400.588,,1.00814,2,,,416.911,,-0.468817,2,,
2021/01/02 16:30:00,400.174,,1.61217,1,,,418.5,,-0.372436,2,,
2021/01/02 17:00:00,401.122,,1.14782,0,,,418.229,,1.32276,0,,
2021/01/02 17:30:00,402.703,,1.57041,0,,,419.453,2184.56,1.58426,0,15.2894,0
2021/01/02 18:00:00,404.299,2138.37,1.14482,0,0.989232,0,421.26,2183.52,1.73946,0,-4.29807,2
2021/01/02 18:30:00,404.778,2170.86,1.18528,0,-10.7928,0,422.699,2209.88,0.899564,0,-11.992,1
2021/01/02 19:00:00,405.695,2175.79,0.952061,1,12.6369,1,423.328,2247.9,0.900029,1,7.80596,0
2021/01/02 19:30:00,406.299,2173.67,1.1765,1,-0.769782,1,425.03,2294.38,0.807919,0,-24.7386,2
2021/01/02 20:00:00,406.735,2156.56,1.28521,0,2.99491,0,424.462,2279.23,1.79953,1,38.6963,2
2021/01/02 20:30:00,404.645,2141.78,0.559901,0,6.66276,0,423.007,2332.16,0.939374,0,12.789,1
2021/01/02 21:00:00,405.136,2172.72,0.867833,1,7.92209,0,423.45,2301.07,2.09914,0,39.8881,1
2021/01/02 21:30:00,405.418,2184.52,0.23717,1,-3.97671,2,423.764,2338.65,1.43443,0,5.6058,1
2021/01/02 22:00:00,405.84,2165.57,0.634469,1,6.62997,1,424.132,2317.37,1.30392,1,-80.2002,1
2021/01/02 22:30:00,407.749,2211.52,2.91449,1,18.5455,0,422.198,2269.84,2.55038,1,12.9958,1
2021/01/02 23:00:00,410.416,2197.8,0.189062,2,5.52112,1,421.914,2362.12,-0.962459,1,-41.3527,1
2021/01/02 23:30:00,409.738,2198.28,0.204565,1,0.975631,2,422.805,2400.06,1.27335,0,8.29967,2
2021/01/03 00:00:00,409.811,2198.2,0.0444523,1,-3.71587,0,423.928,2262.6,1.85403,0,3.62821,2
2021/01/03 00:30:00,409.688,2210.86,2.09425,1,17.1796,1,427.713,,2.43342,1,,
2021/01/03 01:00:00,409.152,2208.85,3.37195,1,1.77535,2,425.791,2283.3,0.756299,1,-68.849,1
2021/01/03 01:30:00,409.003,2186.42,0.984386,0,4.80624,1,425.532,2329.93,-1.61589,2,-127.439,1
2021/01/03 02:00:00,408.043,2182.64,1.47477,1,55.0904,1,426.231,2330.86,-0.419779,2,-56.0069,1
2021/01/03 02:30:00,408.785,2199.29,0.788899,1,-8.52461,1,424.455,2270.34,1.01387,0,-16.0032,0
2021/01/03 03:00:00,409.073,2193.27,-0.0934061,2,-7.04051,0,425.183,2268.14,0.049878,2,-52.8983,1
2021/01/03 03:30:00,409.389,2183.12,1.55437,1,10.4218,1,425.324,2263.56,0.757128,0,2.1168,1
2021/01/03 04:00:00,409.861,2176.83,0.657818,1,0.943649,1,425.856,2327.38,0.493717,1,-10.4731,1
2021/01/03 04:30:00,409.538,2190.3,0.676298,0,-1.33267,2,425.899,2251.23,1.83497,1,1.56598,1
2021/01/03 05:00:00,408.475,2189.89,2.17427,1,-0.251135,2,425.685,2303.03,0.953513,0,-3.97418,2
2021/01/03 05:30:00,407.906,2188.46,0.833434,0,42.6213,0,425.402,2266.28,0.647705,1,-86.9705,1
2021/01/03 06:00:00,407.883,2179.61,0.792766,0,20.8595,0,425.571,,1.45869,0,,
2021/01/03 06:30:00,407.152,2183.76,1.50842,0,25.1851,1,426.074,,1.15312,0,,
2021/01/03 07:00:00,407.423,2167.49,0.380566,0,0.460017,0,426.023,2371.16,0.123724,2,-51.8416,2
2021/01/03 07:30:00,408.059,,0.853114,1,,,427.376,,0.984538,0,,
2021/01/03 08:00:00,409.283,,0.731843,0,,,428.989,,1.62248,1,,
2021/01/03 08:30:00,408.694,,1.266,1,,,427.525,,-1.06201,2,,
2021/01/03 09:00:00,407.2,,-0.319506,2,,,425.325,,0.661581,0,,
2021/01/03 09:30:00,404.713,2158.58,-2.55503,1,11.222,1,422.832,,-1.63929,1,,
2021/01/03 10:00:00,402.752,2157.76,-3.83557,0,-10.4461,1,420.475,,-1.31488,0,,
2021/01/03 10:30:00,403.502,2155.87,-1.64203,0,-24.3321,0,421.048,2275.56,-0.0371096,2,13.2478,1
2021/01/03 11:00:00,404.214,2159.16,-1.6202,0,4.23237,2,421.815,2241.93,-0.701551,0,32.468,0
2021/01/03 11:30:00,402.82,2155.86,-3.53697,0,15.0957,1,420.161,2250.91,-1.26447,0,8.63316,0
2021/01/03 12:00:00,402.202,2153.53,-3.11273,0,39.321,0,419.024,2249.25,-1.52646,0,27.1475,1
2021/01/03 12:30:00,402.986,,-2.60698,0,,,420.153,,-1.7121,0,,
2021/01/03 13:00:00,402.426,2164.42,-4.78873,0,4.30822,2,419.955,2205.95,-2.03643,0,11.1685,1
2021/01/03 13:30:00,402.283,2160.31,-5.42856,0,-8.2658,0,419.404,2241.71,-2.7396,0,1.44765,1
2021/01/03 14:00:00,402.998,2157.57,-4.61109,0,11.8632,0,419.418,2249.94,-2.27375,0,24.1909,0
2021/01/03 14:30:00,404.39,2148.83,-1.98567,0,-4.31452,0,420.552,2214.47,-1.06447,0,35.1327,0
2021/01/03 15:00:00,404.926,2152.04,-2.89152,0,-0.0816998,2,421.33,2238.75,-0.801629,0,50.7426,1
2021/01/03 15:30:00,405.456,2169.52,-0.57894,0,7.39698,1,422.032,2252.78,-0.27049,1,51.9004,1
2021/01/03 16:00:00,406.251,2175.19,0.23384,2,-5.37527,2,422.807,2271.24,1.15747,0,8.8331,1
2021/01/03 16:30:00,407.245,2166.73,1.0887,0,-5.52368,2,423.549,2326.75,1.02209,1,8.31789,2
2021/01/03 17:00:00,408.54,2162.92,2.42283,0,4.13492,0,424.527,2282.56,0.581929,1,50.3762,1
2021/01/03 17:30:00,409.688,2177.78,2.38606,0,19.3796,0,425.891,2319.25,1.7565,1,116.515,1
2021/01/03 18:00:00,410.854,2179.94,1.71426,0,8.64886,1,427.358,2240.53,0.273475,2,-13.53,2
2021/01/03 18:30:00,410.853,2212.75,1.58176,0,11.6311,0,427.98,2378.74,1.0862,0,78.632,1
2021/01/03 19:00:00,411.524,2208.44,1.29065,0,-11.5401,0,427.64,2294.64,1.25541,1,130.613,1
2021/01/03 19:30:00,411.014,2214.69,2.05674,0,7.51427,1,427.447,2327.2,1.08929,0,127.715,1
2021/01/03 20:00:00,410.721,2208.93,1.05554,0,8.35583,0,427.222,2267.03,0.589885,0,22.5246,1
2021/01/03 20:30:00,411.812,2236.97,1.40608,0,13.834,0,429.508,2397.78,0.935399,0,50.984,0
2021/01/03 21:00:00,413.412,2257.11,2.11918,0,58.2352,0,430.089,2455.27,1.22578,0,61.8146,1
2021/01/03 21:30:00,413.058,2237.34,1.8694,0,29.611,0,429.111,2382.82,1.2784,1,53.7507,2
2021/01/03 22:00:00,413.627,2272.09,1.33963,0,-1.56972,2,430.955,2474.94,1.00995,0,24.1736,1
2021/01/03 22:30:00,413.268,2254.57,2.30621,0,15.8821,0,430.173,2487.17,1.26698,0,5.61824,2
2021/01/03 23:00:00,412.182,2248.54,1.53323,0,-39.3855,0,428.8,2375.46,1.53675,0,-72.2947,2
2021/01/03 23:30:00,411.364,2227.59,1.99956,0,0.927968,1,427.549,2296.53,1.55696,0,24.4169,0
2021/01/04 00:00:00,411.047,2235.56,1.79264,0,-7.01987,2,427.325,2288.3,1.29183,0,2.31984,0
2021/01/04 00:30:00,411.585,2220.21,2.20753,0,-4.89768,1,428.261,2373.5,0.929455,0,-33.5088,1
2021/01/04 01:00:00,411.581,2225.92,3.04298,0,-0.925412,0,427.813,2357.97,1.02183,0,39.2145,1
2021/01/04 01:30:00,411.701,2225.65,2.47087,0,3.1236,0,427.921,2345.1,1.61214,0,123.252,1
2021/01/04 02:00:00,411.461,2229.33,2.60302,0,13.0676,1,427.474,2316.43,0.995889,0,59.1917,1
2021/01/04 02:30:00,410.813,2222.48,2.36929,0,6.26346,0,426.973,2382.52,2.3856,0,133.286,1
2021/01/04 03:00:00,410.541,2197.65,1.98752,1,4.35929,1,426.648,2325.29,1.38816,0,60.176,0
2021/01/04 03:30:00,410.933,2222.35,2.71506,0,25.2622,0,427.256,2336.79,1.80438,0,78.1298,0
2021/01/04 04:00:00,410.685,2228.34,1.56314,0,17.0524,1,426.735,2258.9,1.17414,0,9.11264,0
2021/01/04 04:30:00,410.332,2219.7,1.88137,0,-5.85776,2,426.442,2263.96,1.44546,0,-3.44103,1
2021/01/04 05:00:00,409.815,2212.86,1.90639,0,-14.6001,0,425.934,2322.2,1.36572,0,30.2946,0
2021/01/04 05:30:00,409.83,2210.84,2.54989,0,-3.15023,1,425.759,2318.52,1.66626,0,76.346,1
2021/01/04 06:00:00,409.15,2209.76,1.77053,0,15.5409,0,425.205,2349.72,1.57336,0,80.2269,0
2021/01/04 06:30:00,407.137,2183.2,1.79903,0,-6.32021,1,422.731,2289.31,1.0483,1,-24.5192,2
2021/01/04 07:00:00,407.668,2175.47,1.22954,0,0.504835,0,423.635,2291.21,0.279851,2,-45.8932,2
2021/01/04 07:30:00,408.867,2183.65,1.07598,0,-0.0623044,2,424.175,2225.4,0.623133,1,0.392596,1
2021/01/04 08:00:00,408.967,2188.71,0.976241,0,-7.52652,1,424.619,2354.61,0.388344,2,-46.348,2
2021/01/04 08:30:00,409.168,2175.81,1.17496,1,1.98044,1,426.68,2348.26,-0.600819,2,-74.2647,1
2021/01/04 09:00:00,409.729,2193.62,-0.138282,2,29.6627,1,425.996,2263.17,0.709304,1,-11.3348,1
2021/01/04 09:30:00,407.54,2176.7,0.439895,0,15.2635,0,423.481,2255.76,0.0228665,2,7.44971,1
2021/01/04 10:00:00,406.028,2172.07,-1.25045,1,2.44869,0,421.791,2238.45,-0.620239,0,3.98704,0
2021/01/04 10:30:00,405.256,2175.91,-1.97659,0,9.49454,0,421.022,2241.02,-1.3109,0,6.96196,0
2021/01/04 11:00:00,404.141,2165.97,-3.17614,1,11.8436,1,420.043,2257.63,-2.10304,0,14.2708,0
2021/01/04 11:30:00,404.501,2163.87,-2.06527,0,-22.1956,1,420.235,2250.47,-0.879921,0,53.3336,0
2021/01/04 12:00:00,404.684,2162.06,-2.26614,1,-2.71386,2,420.397,2229.66,-1.38146,1,122.944,1
2021/01/04 12:30:00,404.9,2169.49,-3.93471,0,22.3859,0,420.961,2284.09,-1.39431,0,95.9127,0
2021/01/04 13:00:00,405.264,2153.02,-2.06536,0,-9.99656,1,421.188,2284.22,-1.25939,0,51.6366,0
2021/01/04 13:30:00,405.089,2171.71,-1.8558,1,-72.2881,1,420.885,2298.62,-1.38334,0,84.9124,0
2021/01/04 14:00:00,405.032,2159.54,-2.24076,0,-35.5386,1,420.939,,-0.558384,1,,
2021/01/04 14:30:00,405.127,,-0.94251,1,,,420.956,2252.65,-0.341243,1,46.5568,0
2021/01/04 15:00:00,404.649,2158.33,-1.36305,0,44.7686,0,420.246,2259.85,-0.593818,0,16.3511,1
2021/01/04 15:30:00,403.781,2152.29,-1.87454,0,19.8469,0,419.154,2194.26,-0.77449,0,-3.62497,2
2021/01/04 16:00:00,404.123,2133.25,0.546081,0,-23.0337,0,419.399,2221.23,1.14294,0,47.1749,0
2021/01/04 16:30:00,404.351,2148.72,1.99913,0,9.47197,0,419.705,2258.3,1.65698,0,90.3379,0
2021/01/04 17:00:00,404.307,2154.9,1.81637,0,4.89753,0,420.018,2243.66,1.43851,0,31.4378,0
2021/01/04 17:30:00,404.207,2135.42,2.41065,0,-11.5229,2,419.568,2203.91,1.67371,0,80.2561,0
2021/01/04 18:00:00,404.202,2155.07,2.18515,0,6.81576,1,419.696,2272.15,1.75821,0,58.9981,0
2021/01/04 18:30:00,404.117,2153.01,2.38203,0,48.132,0,419.508,2245.31,1.55052,0,57.1138,0
2021/01/04 19:00:00,404.025,2153.14,1.9431,0,36.0329,0,419.554,2287.98,2.12452,0,67.995,0
2021/01/04 19:30:00,404.173,2142.46,1.64673,0,6.00043,0,419.306,2208.26,1.93685,0,29.3125,1
2021/01/04 20:00:00,404.003,2143.16,2.36482,0,9.88694,0,419.599,2284.75,1.45828,0,4.98689,2
2021/01/04 20:30:00,404.259,2143.88,1.82183,0,5.20048,0,419.849,2242.56,1.73895,0,46.5722,0
2021/01/04 21:00:00,404.553,2156.88,1.95524,0,7.74709,0,419.839,2237.07,1.28808,0,-0.245284,1
2021/01/04 21:30:00,404.899,2158.23,1.93701,0,11.5338,0,420.665,2281.07,1.87909,0,108.324,1
2021/01/04 22:00:00,404.818,2153.34,1.6512,0,1.62444,1,420.399,2268.22,1.43883,0,23.2433,0
2021/01/04 22:30:00,404.524,2156.32,1.64234,0,15.1595,0,420.232,2314.99,2.66867,0,126.764,0
2021/01/04 23:00:00,404.905,2150.31,1.40116,0,2.54696,0,420.363,2295.14,1.95969,0,92.2295,0
2021/01/04 23:30:00,404.803,2151.54,1.45724,0,4.19999,0,419.894,2303.82,1.88286,1,112.313,1
2021/01/05 00:00:00,404.364,2143.95,2.44338,0,-29.3537,2,419.199,2240.29,1.69392,0,45.6359,0
2021/01/05 00:30:00,403.66,2142.93,1.50972,0,23.2651,0,418.672,2286.01,1.57086,1,6.43521,1
2021/01/05 01:00:00,403.402,2138.39,2.19331,0,4.77289,0,418.457,2242.38,1.12749,1,6.21897,2
2021/01/05 01:30:00,404.003,2140.85,2.05978,0,12.0054,0,419.239,2240.56,0.536626,2,-31.2918,2
2021/01/05 02:00:00,404.152,2136.44,1.8039,0,7.12233,0,419.433,2246.69,1.53127,1,43.8471,1
2021/01/05 02:30:00,403.908,2133.34,1.59291,0,12.0745,0,419.012,2255.38,1.93181,0,111.266,1
2021/01/05 03:00:00,403.654,2137.11,1.4369,0,21.1779,0,418.81,2228.51,2.03693,0,69.3354,2
2021/01/05 03:30:00,404.105,2142.58,2.56698,0,14.4312,0,419.323,2290.45,0.699236,0,9.31049,2
2021/01/05 04:00:00,405.29,2140.77,2.24393,0,9.49001,0,420.251,2209.5,0.565004,1,-2.36247,1
2021/01/05 04:30:00,406.084,2149.06,1.96273,0,-5.61333,0,421.202,2231.33,0.8905,0,1.74109,1
2021/01/05 05:00:00,406.34,2147.01,2.34055,0,10.8089,0,421.369,2252.47,1.47285,0,78.9559,1
2021/01/05 05:30:00,405.874,2143.97,1.50935,0,6.3609,0,421.336,2289.46,1.3748,1,102.822,1
2021/01/05 06:00:00,406.465,2153.99,2.31187,0,-8.49806,2,421.267,2253.99,0.680442,0,20.4988,0
2021/01/05 06:30:00,405.759,2144.79,2.63163,0,-7.06509,2,420.609,2246.74,1.23631,0,21.2494,1
2021/01/05 07:00:00,406.279,2148.66,2.05393,0,12.6052,0,421.476,2246.52,1.38701,0,29.0586,0
2021/01/05 07:30:00,406.394,2125.2,1.72729,0,3.70761,0,421.676,2249.74,1.13006,0,14.1143,0
2021/01/05 08:00:00,406.125,2136.54,2.67804,1,10.7992,1,421.555,2273.57,1.08727,0,3.06909,2
2021/01/05 08:30:00,405.904,2147.94,2.17039,0,32.7972,0,421.057,2237.64,0.771551,0,17.6437,0
2021/01/05 09:00:00,405.606,2147.23,0.787443,1,12.0719,0,421.02,2279.81,-0.0677999,2,55.8719,0
2021/01/05 09:30:00,403.88,2144.46,-1.79367,1,1.85936,1,418.612,2256.31,-1.18056,0,47.5843,0
2021/01/05 10:00:00,402.728,2148.86,-2.59747,0,14.9881,1,417.598,2206.17,-1.86204,0,18.4243,0
2021/01/05 10:30:00,401.692,2145.13,-5.26806,0,9.58652,0,416.919,2236.89,-2.64829,0,14.0396,1
2021/01/05 11:00:00,401.693,2141.21,-4.86648,0,12.6754,0,417.072,2239.43,-2.28879,0,20.7008,0
2021/01/05 11:30:00,400.97,2137.88,-4.6821,0,-9.51724,0,416.471,2231.29,-3.48091,0,7.33679,1
2021/01/05 12:00:00,401.113,2138.64,-5.94652,0,21.4176,0,416.534,2233.35,-3.22964,0,18.3522,0
2021/01/05 12:30:00,400.681,2139.38,-8.43036,0,8.57824,2,416.125,2232.56,-3.97167,0,43.6282,0
2021/01/05 13:00:00,400.232,2140.91,-5.70245,0,5.26786,2,415.677,2201.85,-4.08652,0,33.8861,0
2021/01/05 13:30:00,400.044,2149.38,-7.48406,0,-13.8138,0,415.622,2194.49,-3.5813,0,20.9251,1
2021/01/05 14:00:00,399.969,2147.88,-4.53774,0,-18.2612,0,415.8,2262.4,-2.57932,0,21.2708,1
2021/01/05 14:30:00,400.56,2154.55,-4.54997,0,-6.38371,0,416.175,2265.38,-2.51005,0,68.8362,0
2021/01/05 15:00:00,400.886,2152.9,-4.55369,0,12.0738,0,416.59,2252.52,-2.07857,0,8.90462,0
2021/01/05 15:30:00,402.237,2154.54,-2.51347,0,2.05846,1,417.403,2252.4,-1.68483,0,22.3234,0
2021/01/05 16:00:00,403.001,2150.35,-0.821808,1,21.0188,0,418.347,2261.63,-0.196237,0,-1.0734,1
2021/01/05 16:30:00,404.14,2158.7,0.363386,0,0.635136,1,419.503,2215.96,0.193093,1,2.9171,0
2021/01/05 17:00:00,406.054,2169.92,0.789738,1,-3.88886,2,421.631,2246.35,-0.989009,2,-63.4604,2
2021/01/05 17:30:00,407.618,2178.17,1.44902,0,4.46886,1,423.208,2314.52,0.693117,1,-41.9721,1
2021/01/05 18:00:00,407.943,2168.74,3.09993,0,19.3905,1,422.887,2284.52,1.89879,0,54.7894,0
2021/01/05 18:30:00,408.009,2176.93,2.37473,0,-0.981588,0,422.908,2258.88,1.31603,0,-0.457161,2
2021/01/05 19:00:00,408.258,2167.44,1.33773,0,6.98054,1,423.156,2302.55,1.09725,1,16.8618,1
2021/01/05 19:30:00,408.223,2182.05,0.819048,1,-10.6899,1,423.062,2288.43,0.853368,0,13.214,0
2021/01/05 20:00:00,409.291,2180.49,1.20647,1,6.23009,1,422.766,2305.16,0.98069,1,-1.22122,2
2021/01/05 20:30:00,409.513,2187.09,-0.771613,1,-5.17083,2,422.922,2239.21,1.15632,1,-12.5718,2
2021/01/05 21:00:00,409.072,2193.27,2.74602,0,11.3163,0,423.452,2252.19,0.947838,1,0.908086,1
2021/01/05 21:30:00,408.706,2189.41,2.21014,0,-8.61453,2,423.792,2286.12,1.5797,0,10.537,0
2021/01/05 22:00:00,408.208,2186.47,2.54357,0,10.2607,0,423.254,2259.73,1.14535,0,13.1995,0
2021/01/05 22:30:00,407.774,2169.51,1.92151,0,42.5366,0,422.883,2258.89,1.59779,0,23.5333,0
