Datetime,Soil Temperature @ 15cm Depth (oC) [Catchment 2],Soil Temperature @ 15cm Depth (oC) [Catchment 4 After  2013/08/13],Soil Temperature @ 15cm Depth (oC) [Catchment 9],Soil Moisture @ 10cm Depth (%) [Catchment 2],Soil Moisture @ 10cm Depth (%) [Catchment 4 After  2013/08/13],Soil Moisture @ 10cm Depth (%) [Catchment 9]
24/09/2021 12:30,,,14.81,,,28.36
24/09/2021 12:45,,,14.88,,,28.36
24/09/2021 13:00,,,14.88,,,28.36
24/09/2021 13:15,,,14.88,,,28.36
24/09/2021 13:30,,,14.88,,,28.34
24/09/2021 13:45,,,14.88,,,28.34
24/09/2021 14:00,,,14.88,,,28.34
24/09/2021 14:15,,,14.94,,,28.34
24/09/2021 14:30,,,14.94,,,28.34
24/09/2021 14:45,,,15,,,28.34
24/09/2021 15:00,,,15,,,28.34
24/09/2021 15:15,,,15,,,28.34
24/09/2021 15:30,,,15,,,28.29
24/09/2021 15:45,,,15,,,28.29
24/09/2021 16:00,,,15,,,28.29
24/09/2021 16:15,,,15.06,,,28.29
24/09/2021 16:30,,,15.12,,,28.34
24/09/2021 16:45,,,15.12,,,28.34
24/09/2021 17:00,15,,15.12,,,28.34
24/09/2021 17:15,15,,15.12,,,28.34
24/09/2021 17:30,15,,15.12,,,28.34
24/09/2021 17:45,15.06,,15.12,,,28.34
24/09/2021 18:00,15.06,,15.12,,,28.34
24/09/2021 18:15,15.12,,15.19,,,28.29
24/09/2021 18:30,15.12,,15.19,,,28.34
24/09/2021 18:45,15.12,,15.25,,,28.34
24/09/2021 19:00,15.12,,15.25,,,28.34
24/09/2021 19:15,15.12,,15.25,,,28.34
24/09/2021 19:30,15.12,,15.25,,,28.34
24/09/2021 19:45,15.12,,15.25,,,28.34
24/09/2021 20:00,15.12,,15.25,,,28.34
24/09/2021 20:15,15.12,,15.25,,,28.34
24/09/2021 20:30,15.12,,15.25,,,28.34
24/09/2021 20:45,15.12,,15.25,,,28.34
24/09/2021 21:00,15.12,,15.31,,,28.34
24/09/2021 21:15,15.12,,15.31,,,28.34
24/09/2021 21:30,15.12,,15.31,,,28.34
24/09/2021 21:45,15.12,,15.38,,,28.34
24/09/2021 22:00,15.12,,15.38,,,28.34
24/09/2021 22:15,15.12,,15.38,,,28.34
24/09/2021 22:30,15.12,,15.38,,,28.34
24/09/2021 22:45,15.12,,15.38,,,28.34
24/09/2021 23:00,15.12,,15.38,,,28.34
24/09/2021 23:15,15.12,,15.38,,,28.34
24/09/2021 23:30,15.12,,15.38,,,28.34
24/09/2021 23:45,15.12,,15.38,,,28.34
25/09/2021 00:00,15.12,,15.38,,,28.34
25/09/2021 00:15,15.06,,15.38,,,28.34
25/09/2021 00:30,15.06,,15.38,,,28.34
25/09/2021 00:45,15.06,,15.38,,,28.34
25/09/2021 01:00,15.06,,15.38,,,28.34
25/09/2021 01:15,15.06,,15.38,,,28.34
25/09/2021 01:30,15.06,,15.38,,,28.34
25/09/2021 01:45,15,,15.38,,,28.34
25/09/2021 02:00,15,,15.38,,,28.34
25/09/2021 02:15,15,,15.38,,,28.34
25/09/2021 02:30,15,,15.38,,,28.34
25/09/2021 02:45,15,,15.44,,,28.34
25/09/2021 03:00,15,,15.44,,,28.34
25/09/2021 03:15,15,,15.44,,,28.34
25/09/2021 03:30,15,,15.44,,,28.34
25/09/2021 03:45,15,,15.44,,,28.34
25/09/2021 04:00,15,,15.44,,,28.34
25/09/2021 04:15,15,,15.44,,,28.34
25/09/2021 04:30,15,,15.44,,,28.34
25/09/2021 04:45,15,,15.44,,,28.34
25/09/2021 05:00,14.94,,15.44,,,28.34
25/09/2021 05:15,14.94,,15.44,,,28.34
25/09/2021 05:30,14.94,,15.5,,,28.34
25/09/2021 05:45,14.94,,15.5,,,28.34
25/09/2021 06:00,14.94,,15.5,,,28.34
25/09/2021 06:15,14.94,,15.5,,,28.34
25/09/2021 06:30,14.88,,15.5,,,28.34
25/09/2021 06:45,14.88,,15.5,,,28.34
25/09/2021 07:00,14.88,,15.5,,,28.34
25/09/2021 07:15,14.88,,15.5,,,28.34
25/09/2021 07:30,14.88,,15.5,,,28.34
25/09/2021 07:45,14.88,,15.5,,,28.34
25/09/2021 08:00,,,15.5,,,28.34
25/09/2021 08:15,,,15.5,,,28.34
25/09/2021 08:30,,,15.5,,,28.34
25/09/2021 08:45,,,15.5,,,28.34
25/09/2021 09:00,,,15.5,,,28.34
25/09/2021 09:15,,,15.5,,,28.34
25/09/2021 09:30,,,15.5,,,28.34
25/09/2021 09:45,,,15.5,,,28.34
25/09/2021 10:00,,,15.5,,,28.34
25/09/2021 10:15,,,15.5,,,28.29
25/09/2021 10:30,,,15.5,,,28.29
25/09/2021 10:45,,,15.5,,,28.29
25/09/2021 11:00,,,15.5,,,28.29
25/09/2021 11:15,,,15.5,,,28.29
25/09/2021 11:30,,,15.5,,,28.29
25/09/2021 11:45,,,15.5,,,28.29
25/09/2021 12:00,,,15.5,,,28.27
25/09/2021 12:15,,,15.5,,,28.27
25/09/2021 12:30,,,15.5,,,28.27
25/09/2021 12:45,,,15.5,,,28.27
25/09/2021 13:00,,,15.5,,,28.27
25/09/2021 13:15,,,15.56,,,28.25
25/09/2021 13:30,,,15.56,,,28.25
25/09/2021 13:45,,,15.56,,,28.25
25/09/2021 14:00,,,15.62,,,28.25
25/09/2021 14:15,,,15.62,,,28.25
25/09/2021 14:30,,,15.62,,,28.21
25/09/2021 14:45,,,15.62,,,28.21
25/09/2021 15:00,,,15.62,,,28.21
25/09/2021 15:15,,,15.62,,,28.21
25/09/2021 15:30,,,15.62,,,28.21
25/09/2021 15:45,15.88,,15.62,,,28.25
25/09/2021 16:00,15.94,,15.62,,,28.25
25/09/2021 16:15,16,,15.62,,,28.21
25/09/2021 16:30,16,,15.62,,,28.21
25/09/2021 16:45,16,,15.62,,,28.21
25/09/2021 17:00,16,,15.62,,,28.21
25/09/2021 17:15,16,,15.62,,,28.21
25/09/2021 17:30,16,,15.62,,,28.21
25/09/2021 17:45,16,,15.62,,,28.21
25/09/2021 18:00,16,,15.69,,,28.21
25/09/2021 18:15,16,,15.62,,,28.21
25/09/2021 18:30,16,,15.69,,,28.21
25/09/2021 18:45,16,,15.69,,,28.21
25/09/2021 19:00,16,,15.62,,,28.21
25/09/2021 19:15,16,,15.69,,,28.21
25/09/2021 19:30,16,,15.62,,,28.21
25/09/2021 19:45,16,,15.69,,,28.21
25/09/2021 20:00,15.94,,15.62,,,28.21
25/09/2021 20:15,15.94,,15.62,,,28.21
25/09/2021 20:30,15.88,,15.62,,,28.21
25/09/2021 20:45,15.88,,15.62,,,28.21
25/09/2021 21:00,15.88,,15.62,,,28.19
25/09/2021 21:15,15.81,,15.62,,,28.21
25/09/2021 21:30,15.75,,15.62,,,28.21
25/09/2021 21:45,15.75,,15.62,,,28.19
25/09/2021 22:00,15.69,,15.62,,,28.19
25/09/2021 22:15,15.62,,15.62,,,28.19
25/09/2021 22:30,15.62,,15.62,,,28.19
25/09/2021 22:45,15.56,,15.62,,,28.19
25/09/2021 23:00,15.5,,15.56,,,28.19
25/09/2021 23:15,15.5,,15.56,,,28.19
25/09/2021 23:30,15.44,,15.56,,,28.19
25/09/2021 23:45,15.38,,15.5,,,28.19
26/09/2021 00:00,15.38,,15.5,,,28.19
26/09/2021 00:15,15.25,,15.5,,,28.19
26/09/2021 00:30,15.25,,15.5,,,28.19
26/09/2021 00:45,15.19,,15.5,,,28.14
26/09/2021 01:00,15.12,,15.5,,,28.14
26/09/2021 01:15,15.12,,15.44,,,28.14
26/09/2021 01:30,15.06,,15.44,,,28.14
26/09/2021 01:45,15,,15.38,,,28.14
26/09/2021 02:00,15,,15.38,,,28.14
26/09/2021 02:15,14.88,,15.38,,,28.14
26/09/2021 02:30,14.88,,15.38,,,28.14
26/09/2021 02:45,14.88,,15.38,,,28.14
26/09/2021 03:00,14.75,,15.31,,,28.14
26/09/2021 03:15,14.75,,15.25,,,28.14
26/09/2021 03:30,14.75,,15.25,,,28.14
26/09/2021 03:45,14.62,,15.25,,,28.12
26/09/2021 04:00,14.62,,15.25,,,28.12
26/09/2021 04:15,14.62,,15.25,,,28.12
26/09/2021 04:30,14.5,,15.19,,,28.12
26/09/2021 04:45,14.5,,15.19,,,28.12
26/09/2021 05:00,14.5,,15.12,,,28.12
26/09/2021 05:15,14.44,,15.12,,,28.12
26/09/2021 05:30,14.38,,15.12,,,28.12
26/09/2021 05:45,14.38,,15.12,,,28.12
26/09/2021 06:00,14.31,,15.12,,,28.12
26/09/2021 06:15,14.31,,15.06,,,28.12
26/09/2021 06:30,14.25,,15.06,,,28.12
26/09/2021 06:45,14.25,,15,,,28.12
26/09/2021 07:00,14.25,,15,,,28.1
26/09/2021 07:15,14.19,,15,,,28.1
26/09/2021 07:30,14.12,,15,,,28.1
26/09/2021 07:45,14.12,,15,,,28.1
26/09/2021 08:00,14.12,,15,,,28.1
26/09/2021 08:15,14.12,,15,,,28.1
26/09/2021 08:30,14.12,,15,,,28.1
26/09/2021 08:45,14.12,,14.94,,,28.1
26/09/2021 09:00,14.06,,14.94,,,28.1
26/09/2021 09:15,,,14.94,,,28.1
26/09/2021 09:30,,,14.94,,,28.1
26/09/2021 09:45,,,14.94,,,28.1
26/09/2021 10:00,,,14.94,,,28.1
26/09/2021 10:15,,,14.94,,,28.1
26/09/2021 10:30,,,14.94,,,28.05
26/09/2021 10:45,,,14.94,,,28.05
26/09/2021 11:00,,,14.94,,,28.05
26/09/2021 11:15,,,14.94,,,28.05
26/09/2021 11:30,,,14.94,,,28.05
26/09/2021 11:45,,,14.94,,,28.05
26/09/2021 12:00,,,15,,,28.05
26/09/2021 12:15,,,15,,,28.05
26/09/2021 12:30,,,15,,,28.03
26/09/2021 12:45,,,15,,,28.03
26/09/2021 13:00,,,15,,,28.03
26/09/2021 13:15,,,15,,,28.03
26/09/2021 13:30,,,15,,,28.03
26/09/2021 13:45,,,15,,,28.01
26/09/2021 14:00,,,15,,,28.03
26/09/2021 14:15,,,15,,,28.01
26/09/2021 14:30,,,15.06,,,28.01
26/09/2021 14:45,,,15.06,,,27.96
26/09/2021 15:00,,,15.06,,,27.96
26/09/2021 15:15,,,15.12,,,27.96
26/09/2021 15:30,,,15.12,,,27.96
26/09/2021 15:45,14.81,,15.12,,,27.96
26/09/2021 16:00,14.88,,15.12,,,27.96
26/09/2021 16:15,14.88,,15.12,,,27.94
26/09/2021 16:30,14.88,,15.12,,,27.94
26/09/2021 16:45,14.94,,15.12,,,27.94
26/09/2021 17:00,14.94,,15.12,,,27.94
26/09/2021 17:15,15,,15.12,,,27.94
26/09/2021 17:30,15,,15.12,,,27.94
26/09/2021 17:45,15,,15.12,,,27.94
26/09/2021 18:00,15,,15.12,,,27.94
26/09/2021 18:15,15,,15.19,,,27.94
26/09/2021 18:30,15,,15.19,,,27.94
26/09/2021 18:45,15,,15.19,,,27.94
26/09/2021 19:00,15,,15.19,,,27.94
26/09/2021 19:15,15,,15.19,,,27.94
26/09/2021 19:30,15,,15.19,,,27.94
26/09/2021 19:45,15,,15.19,,,27.94
26/09/2021 20:00,15,,15.25,,,27.94
26/09/2021 20:15,15,,15.25,,,27.94
26/09/2021 20:30,15,,15.25,,,27.94
26/09/2021 20:45,15,,15.25,,,27.94
26/09/2021 21:00,15,,15.25,,,27.94
26/09/2021 21:15,15,,15.25,,,27.94
26/09/2021 21:30,15,,15.25,,,27.96
26/09/2021 21:45,15,,15.25,,,27.96
26/09/2021 22:00,15,,15.25,,,27.96
26/09/2021 22:15,15,,15.25,,,28.01
26/09/2021 22:30,15,,15.25,,,28.01
26/09/2021 22:45,15,,15.25,,,28.01
26/09/2021 23:00,14.94,,15.25,,,28.01
26/09/2021 23:15,14.94,,15.25,,,28.01
26/09/2021 23:30,14.94,,15.25,,,28.01
26/09/2021 23:45,14.94,,15.25,,,28.01
27/09/2021 00:00,14.88,,15.25,,,28.01
27/09/2021 00:15,14.94,,15.25,,,28.03
27/09/2021 00:30,14.88,,15.25,,,28.03
27/09/2021 00:45,14.88,,15.25,,,28.14
27/09/2021 01:00,14.88,,15.25,,,28.14
27/09/2021 01:15,14.88,,15.25,,,28.12
27/09/2021 01:30,14.88,,15.25,,,28.14
27/09/2021 01:45,14.88,,15.25,,,28.16
27/09/2021 02:00,14.88,,15.25,,,28.16
27/09/2021 02:15,14.88,,15.25,,,28.16
27/09/2021 02:30,14.88,,15.25,,,28.19
27/09/2021 02:45,14.88,,15.25,,,28.23
27/09/2021 03:00,14.88,,15.25,,,28.31
27/09/2021 03:15,14.88,,15.25,,,28.49
27/09/2021 03:30,14.88,,15.25,,,29.12
27/09/2021 03:45,14.88,,15.25,,,29.56
27/09/2021 04:00,,,15.25,,,29.8
27/09/2021 04:15,,,15.25,,,30.04
27/09/2021 04:30,,,15.25,,,30.22
27/09/2021 04:45,,,15.25,,,30.3
27/09/2021 05:00,,,15.19,,,30.35
27/09/2021 05:15,,,15.19,,,30.37
27/09/2021 05:30,,,15.12,,,30.39
27/09/2021 05:45,,,15.12,,,30.43
27/09/2021 06:00,,,15.12,,,30.45
27/09/2021 06:15,,,15.12,,,30.5
27/09/2021 06:30,,,15.12,,,30.5
27/09/2021 06:45,,,15.12,,,30.52
27/09/2021 07:00,,,15.06,,,30.52
27/09/2021 07:15,,,15,,,30.52
27/09/2021 07:30,,,15,,,30.54
27/09/2021 07:45,,,15,,,30.59
27/09/2021 08:00,,,15,,,30.61
27/09/2021 08:15,,,15,,,30.61
27/09/2021 08:30,,,15,,,30.65
27/09/2021 08:45,,,14.94,,,30.65
27/09/2021 09:00,,,14.94,,,30.7
27/09/2021 09:15,,,14.88,,,30.7
27/09/2021 09:30,,,14.88,,,30.72
27/09/2021 09:45,,,14.88,,,30.91
27/09/2021 10:00,,,14.88,,,30.96
27/09/2021 10:15,,,14.88,,,31.02
27/09/2021 10:30,,,14.88,,,31.02
27/09/2021 10:45,,,14.88,,,31.05
27/09/2021 11:00,,,14.81,,,31.05
27/09/2021 11:15,,,14.81,,,31.09
27/09/2021 11:30,,,14.75,,,31.09
27/09/2021 11:45,,,14.75,,,31.09
27/09/2021 12:00,,,14.75,,,31.11
27/09/2021 12:15,,,14.75,,,31.11
27/09/2021 12:30,,,14.75,,,31.11
27/09/2021 12:45,,,14.75,,,31.11
27/09/2021 13:00,,,14.75,,,31.13
27/09/2021 13:15,,,14.75,,,31.11
27/09/2021 13:30,,,14.75,,,31.13
27/09/2021 13:45,,,14.75,,,31.18
27/09/2021 14:00,,,14.75,,,31.18
27/09/2021 14:15,,,14.75,,,31.18
27/09/2021 14:30,,,14.75,,,31.18
27/09/2021 14:45,,,14.75,,,31.18
27/09/2021 15:00,,,14.75,,,31.18
27/09/2021 15:15,,,14.69,,,31.18
27/09/2021 15:30,,,14.75,,,31.18
27/09/2021 15:45,,,14.69,,,31.18
27/09/2021 16:00,,,14.69,,,31.18
27/09/2021 16:15,,,14.69,,,31.18
27/09/2021 16:30,,,14.69,,,31.18
27/09/2021 16:45,,,14.69,,,31.18
27/09/2021 17:00,,,14.69,,,31.18
27/09/2021 17:15,,,14.69,,,31.18
27/09/2021 17:30,,,14.69,,,31.2
27/09/2021 17:45,,,14.62,,,31.2
27/09/2021 18:00,,,14.62,,,31.2
27/09/2021 18:15,,,14.62,,,31.2
27/09/2021 18:30,,,14.62,,,31.2
27/09/2021 18:45,,,14.62,,,31.2
27/09/2021 19:00,,,14.62,,,31.2
27/09/2021 19:15,,,14.62,,,31.2
27/09/2021 19:30,,,14.62,,,31.2
27/09/2021 19:45,,,14.62,,,31.22
27/09/2021 20:00,,,14.62,,,31.22
27/09/2021 20:15,,,14.62,,,31.22
27/09/2021 20:30,,,14.62,,,31.22
27/09/2021 20:45,,,14.56,,,31.22
27/09/2021 21:00,,,14.56,,,31.22
27/09/2021 21:15,,,14.56,,,31.22
27/09/2021 21:30,,,14.5,,,31.22
27/09/2021 21:45,,,14.5,,,31.22
27/09/2021 22:00,,,14.5,,,31.22
27/09/2021 22:15,,,14.5,,,31.22
27/09/2021 22:30,,,14.5,,,31.22
27/09/2021 22:45,,,14.5,,,31.22
27/09/2021 23:00,,,14.5,,,31.26
27/09/2021 23:15,,,14.5,,,31.26
27/09/2021 23:30,,,14.5,,,31.26
27/09/2021 23:45,,,14.5,,,31.26
28/09/2021 00:00,,,14.44,,,31.26
28/09/2021 00:15,,,14.44,,,31.26
28/09/2021 00:30,,,14.44,,,31.26
28/09/2021 00:45,,,14.38,,,31.26
28/09/2021 01:00,,,14.38,,,31.26
28/09/2021 01:15,,,14.38,,,31.26
28/09/2021 01:30,,,14.38,,,31.26
28/09/2021 01:45,,,14.38,,,31.26
28/09/2021 02:00,,,14.38,,,31.26
28/09/2021 02:15,,,14.38,,,31.26
28/09/2021 02:30,,,14.38,,,31.26
28/09/2021 02:45,,,14.38,,,31.26
28/09/2021 03:00,,,14.38,,,31.26
28/09/2021 03:15,,,14.38,,,31.26
28/09/2021 03:30,,,14.31,,,31.26
28/09/2021 03:45,,,14.31,,,31.26
28/09/2021 04:00,,,14.31,,,31.26
28/09/2021 04:15,,,14.31,,,31.26
28/09/2021 04:30,,,14.25,,,31.26
28/09/2021 04:45,,,14.25,,,31.26
28/09/2021 05:00,,,14.25,,,31.26
28/09/2021 05:15,,,14.25,,,31.26
28/09/2021 05:30,,,14.25,,,31.26
28/09/2021 05:45,,,14.25,,,31.28
28/09/2021 06:00,,,14.25,,,31.28
28/09/2021 06:15,,,14.25,,,31.28
28/09/2021 06:30,,,14.25,,,31.28
28/09/2021 06:45,,,14.25,,,31.28
28/09/2021 07:00,,,14.25,,,31.28
28/09/2021 07:15,,,14.25,,,31.28
28/09/2021 07:30,,,14.25,,,31.28
28/09/2021 07:45,,,14.25,,,31.28
28/09/2021 08:00,,,14.19,,,31.28
28/09/2021 08:15,,,14.19,,,31.28
28/09/2021 08:30,,,14.19,,,31.28
28/09/2021 08:45,,,14.19,,,31.28
28/09/2021 09:00,,,14.19,,,31.28
28/09/2021 09:15,,,14.19,,,31.35
28/09/2021 09:30,,,14.12,,,31.62
28/09/2021 09:45,,,14.19,,,31.76
28/09/2021 10:00,,,14.12,,,31.79
28/09/2021 10:15,,,14.12,,,31.79
28/09/2021 10:30,,,14.12,,,31.83
28/09/2021 10:45,,,14.12,,,31.83
28/09/2021 11:00,,,14.12,,,31.83
28/09/2021 11:15,,,14.12,,,31.85
28/09/2021 11:30,,,14.12,,,31.87
28/09/2021 11:45,,,14.12,,,31.87
28/09/2021 12:00,,,14.12,,,31.94
28/09/2021 12:15,,,14.12,,,32.01
28/09/2021 12:30,,,14.12,,,32.18
28/09/2021 12:45,,,14.12,,,32.2
28/09/2021 13:00,,,14.12,,,32.22
28/09/2021 13:15,,,14.12,,,32.22
28/09/2021 13:30,,,14.12,,,32.25
28/09/2021 13:45,,,14.12,,,32.46
28/09/2021 14:00,,,14.12,,,32.64
28/09/2021 14:15,,,14.12,,,33.1
28/09/2021 14:30,,,14.12,,,33.21
28/09/2021 14:45,,,14.12,,,33.23
28/09/2021 15:00,,,14.12,,,33.47
28/09/2021 15:15,,,14.12,,,33.49
28/09/2021 15:30,,,14.06,,,33.51
28/09/2021 15:45,,,14.06,,,33.84
28/09/2021 16:00,,,14,,,33.9
28/09/2021 16:15,,,14,,,33.88
28/09/2021 16:30,,,14,,,33.9
28/09/2021 16:45,,,14,,,33.9
28/09/2021 17:00,,,14,,,33.95
28/09/2021 17:15,,,14,,,33.95
28/09/2021 17:30,,,14,,,33.95
28/09/2021 17:45,,,14,,,33.95
28/09/2021 18:00,,,14,,,34.04
28/09/2021 18:15,,,14,,,34.04
28/09/2021 18:30,,,14,,,34.06
28/09/2021 18:45,,,14,,,34.06
28/09/2021 19:00,,,14,,,34.1
28/09/2021 19:15,,,14,,,34.1
28/09/2021 19:30,,,14,,,34.1
28/09/2021 19:45,,,14,,,34.1
28/09/2021 20:00,,,14.06,,,34.1
28/09/2021 20:15,,,14.06,,,34.12
28/09/2021 20:30,,,14.06,,,34.12
28/09/2021 20:45,,,14.06,,,34.12
28/09/2021 21:00,,,14.06,,,34.12
28/09/2021 21:15,,,14.12,,,34.39
28/09/2021 21:30,,,14.06,,,34.47
28/09/2021 21:45,,,14.12,,,34.47
28/09/2021 22:00,,,14.12,,,34.47
28/09/2021 22:15,,,14.06,,,34.47
28/09/2021 22:30,,,14.06,,,34.47
28/09/2021 22:45,,,14.06,,,34.47
28/09/2021 23:00,,,14.06,,,34.47
28/09/2021 23:15,,,14.06,,,34.47
28/09/2021 23:30,,,14.06,,,34.47
28/09/2021 23:45,,,14,,,34.47
29/09/2021 00:00,,,14,,,34.47
29/09/2021 00:15,,,14,,,34.45
29/09/2021 00:30,,,14,,,34.45
29/09/2021 00:45,,,14,,,34.45
29/09/2021 01:00,,,14,,,34.45
29/09/2021 01:15,,,14,,,34.45
29/09/2021 01:30,,,14,,,34.45
29/09/2021 01:45,,,14,,,34.45
29/09/2021 02:00,,,14,,,34.45
29/09/2021 02:15,,,14,,,34.45
29/09/2021 02:30,,,13.94,,,34.45
29/09/2021 02:45,,,13.94,,,34.45
29/09/2021 03:00,,,13.94,,,34.45
29/09/2021 03:15,,,13.88,,,34.45
29/09/2021 03:30,,,13.88,,,34.45
29/09/2021 03:45,,,13.88,,,34.45
29/09/2021 04:00,,,13.88,,,34.45
29/09/2021 04:15,,,13.88,,,34.45
29/09/2021 04:30,,,13.88,,,34.45
29/09/2021 04:45,,,13.88,,,34.45
29/09/2021 05:00,,,13.88,,,34.45
29/09/2021 05:15,,,13.88,,,34.45
29/09/2021 05:30,,,13.88,,,34.45
29/09/2021 05:45,,,13.81,,,34.45
29/09/2021 06:00,,,13.81,,,34.45
29/09/2021 06:15,,,13.81,,,34.45
29/09/2021 06:30,,,13.75,,,34.45
29/09/2021 06:45,,,13.75,,,34.47
29/09/2021 07:00,,,13.75,,,34.47
29/09/2021 07:15,,,13.75,,,34.47
29/09/2021 07:30,,,13.75,,,34.47
29/09/2021 07:45,,,13.75,,,34.47
29/09/2021 08:00,,,13.75,,,34.47
29/09/2021 08:15,,,13.75,,,34.47
29/09/2021 08:30,,,13.75,,,34.47
29/09/2021 08:45,,,13.69,,,34.47
29/09/2021 09:00,,,13.69,,,34.47
29/09/2021 09:15,,,13.62,,,34.47
29/09/2021 09:30,,,13.62,,,34.47
29/09/2021 09:45,,,13.62,,,34.47
29/09/2021 10:00,,,13.62,,,34.47
29/09/2021 10:15,,,13.62,,,34.47
29/09/2021 10:30,,,13.62,,,34.47
29/09/2021 10:45,,,13.62,,,34.47
29/09/2021 11:00,,,13.62,,,34.47
29/09/2021 11:15,,,13.62,,,34.47
29/09/2021 11:30,,,13.62,,,34.47
29/09/2021 11:45,,,13.62,,,34.47
29/09/2021 12:00,,,13.62,,,34.45
29/09/2021 12:15,,,13.62,,,34.45
29/09/2021 12:30,,,13.62,,,34.45
29/09/2021 12:45,,,13.62,,,34.45
29/09/2021 13:00,,,13.62,,,34.45
29/09/2021 13:15,,,13.62,,,34.45
29/09/2021 13:30,,,13.62,,,34.45
29/09/2021 13:45,,,13.62,,,34.45
29/09/2021 14:00,,,13.62,,,34.45
29/09/2021 14:15,,,13.62,,,34.41
29/09/2021 14:30,,,13.62,,,34.45
29/09/2021 14:45,,,13.62,,,34.41
29/09/2021 15:00,,,13.62,,,34.41
29/09/2021 15:15,,,13.62,,,34.41
29/09/2021 15:30,,,13.62,,,34.41
29/09/2021 15:45,,,13.62,,,34.41
29/09/2021 16:00,,,13.62,,,34.41
29/09/2021 16:15,,,13.62,,,34.41
29/09/2021 16:30,,,13.62,,,34.41
29/09/2021 16:45,,,13.62,,,34.41
29/09/2021 17:00,,,13.62,,,34.41
29/09/2021 17:15,,,13.62,,,34.41
29/09/2021 17:30,,,13.62,,,34.41
29/09/2021 17:45,,,13.62,,,34.45
29/09/2021 18:00,,,13.62,,,34.45
29/09/2021 18:15,,,13.62,,,34.45
29/09/2021 18:30,,,13.62,,,34.45
29/09/2021 18:45,,,13.62,,,34.45
29/09/2021 19:00,,,13.62,,,34.45
29/09/2021 19:15,,,13.62,,,34.45
29/09/2021 19:30,,,13.62,,,34.45
29/09/2021 19:45,,,13.62,,,34.45
29/09/2021 20:00,,,13.62,,,34.45
29/09/2021 20:15,,,13.62,,,34.45
29/09/2021 20:30,,,13.62,,,34.45
29/09/2021 20:45,,,13.62,,,34.45
29/09/2021 21:00,,,13.56,,,34.45
29/09/2021 21:15,,,13.56,,,34.45
29/09/2021 21:30,,,13.56,,,34.45
29/09/2021 21:45,,,13.56,,,34.45
29/09/2021 22:00,,,13.5,,,34.45
29/09/2021 22:15,,,13.5,,,34.45
29/09/2021 22:30,,,13.5,,,34.45
29/09/2021 22:45,,,13.5,,,34.45
29/09/2021 23:00,,,13.5,,,34.45
29/09/2021 23:15,,,13.5,,,34.45
29/09/2021 23:30,,,13.5,,,34.45
29/09/2021 23:45,,,13.5,,,34.45
30/09/2021 00:00,,,13.5,,,34.45
30/09/2021 00:15,,,13.5,,,34.45
30/09/2021 00:30,,,13.5,,,34.45
30/09/2021 00:45,,,13.5,,,34.45
30/09/2021 01:00,,,13.5,,,34.45
30/09/2021 01:15,,,13.44,,,34.47
30/09/2021 01:30,,,13.44,,,34.47
30/09/2021 01:45,,,13.44,,,34.47
30/09/2021 02:00,,,13.44,,,34.45
30/09/2021 02:15,,,13.38,,,34.45
30/09/2021 02:30,,,13.38,,,34.47
30/09/2021 02:45,,,13.38,,,34.45
30/09/2021 03:00,,,13.38,,,34.45
30/09/2021 03:15,,,13.38,,,34.45
30/09/2021 03:30,,,13.38,,,34.47
30/09/2021 03:45,,,13.38,,,34.47
30/09/2021 04:00,,,13.38,,,34.47
30/09/2021 04:15,,,13.38,,,34.47
30/09/2021 04:30,,,13.38,,,34.47
30/09/2021 04:45,,,13.38,,,34.45
30/09/2021 05:00,,,13.38,,,34.47
30/09/2021 05:15,,,13.38,,,34.47
30/09/2021 05:30,,,13.38,,,34.45
30/09/2021 05:45,,,13.38,,,34.47
30/09/2021 06:00,,,13.38,,,34.45
30/09/2021 06:15,,,13.38,,,34.47
30/09/2021 06:30,,,13.38,,,34.45
30/09/2021 06:45,,,13.38,,,34.45
30/09/2021 07:00,,,13.38,,,34.47
30/09/2021 07:15,,,13.38,,,34.45
30/09/2021 07:30,,,13.38,,,34.47
30/09/2021 07:45,,,13.38,,,34.47
30/09/2021 08:00,,,13.31,,,34.47
30/09/2021 08:15,,,13.38,,,34.47
30/09/2021 08:30,,,13.38,,,34.47
30/09/2021 08:45,,,13.31,,,34.47
30/09/2021 09:00,,,13.31,,,34.47
30/09/2021 09:15,,,13.31,,,34.47
30/09/2021 09:30,,,13.38,,,34.47
30/09/2021 09:45,,,13.31,,,34.47
30/09/2021 10:00,,,13.31,,,34.43
30/09/2021 10:15,,,13.38,,,34.43
30/09/2021 10:30,,,13.38,,,34.43
30/09/2021 10:45,,,13.38,,,34.43
30/09/2021 11:00,,,13.38,,,34.43
30/09/2021 11:15,,,13.38,,,34.43
30/09/2021 11:30,,,13.38,,,34.43
30/09/2021 11:45,,,13.38,,,34.43
30/09/2021 12:00,,,13.38,,,34.43
30/09/2021 12:15,,,13.38,,,34.43
30/09/2021 12:30,,,13.38,,,34.43
30/09/2021 12:45,,,13.38,,,34.43
30/09/2021 13:00,,,13.38,,,34.43
30/09/2021 13:15,,,13.38,,,34.41
30/09/2021 13:30,,,13.44,,,34.43
30/09/2021 13:45,,,13.44,,,34.41
30/09/2021 14:00,,,13.5,,,34.41
30/09/2021 14:15,,,13.5,,,34.43
30/09/2021 14:30,,,13.5,,,34.43
30/09/2021 14:45,,,13.5,,,34.41
